tweet_id,text_info_conf,tweet_text
917793736918216706,0.6535,California wildfire. á½¡4 https://t.co/a8oD5rkDdI
917821459321556992,1.0,"Thinking of all my California loved ones, friends and colleagues. Please be safe. #wildfires https://t.co/UsFddxrZeD"
917822562259931137,0.7023,RT @Rincon_Music: (Radio Reports On California Wildfires) - https://t.co/JKlnvNczM8 https://t.co/yIRhhwft6z
917825152636907523,0.7023,RT @NBCNews: JUST IN: President Trump approves California disaster declaration for areas affected by wildfires https://t.co/wYVNZ1kEKG
917825267136995328,0.6894,"RT @NBCSports: Olympic champion loses gold medal escaping California fire, report says https://t.co/1SmWTu3Iyl https://t.co/CUQmI3saLe"
917827102308671488,0.6495,California Wildfires: How Climate Change Could Make The Problem Worse https://t.co/B3HEn2Tpv1 https://t.co/SCAZMuumgk
917827226372132864,0.6535,GoFundMe: How to Immediately Help Those Impacted by the California Wildfires #webdesignâ€¦ https://t.co/zfxatzvQWY https://t.co/Dlp5iL7rww
917829763812618240,0.6611,Our hearts are with all those affected by the devastating wildfires in our home state of California. https://t.co/bI69W9T18y
917830092620836864,1.0,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5"
917830092620836864,1.0,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5"
917830092620836864,1.0,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5"
917830092620836864,1.0,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5"
917830113529618433,0.8925,HOW MANY FIRE FIGHTERS ARE ILLEGAL ALIENS IN CALIFORNIA? JERRY BROWN? USE YOU DEAR LOVED CITIZENS. https://t.co/9Lsj838Plg
917832022017445888,0.6695,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe
917832022017445888,1.0,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe
917840814285443072,0.6741,Classless Trump Insults California By Sending Warm Respects During Wildfire https://t.co/sI9112aDDd https://t.co/hUJ9o9eps5 â€” #Resist (Zâ€¦
917843187187814400,0.6684,We are only One hour away from our live updates for the wildfires/brush fires in California https://t.co/SN4CG5X6pT
917844462662967297,0.6643,Climatologist explains why â€˜the conditions are primed for fireâ€™ in California https://t.co/sbN5XvdfDb https://t.co/a8Ugh9N8gc
917844475686162437,1.0,"MMA Fighter Suffers Burns Escaping California Fire, Lose His Olympic Gold Medal https://t.co/GdEts3oxaa #mma #ufc https://t.co/36eAwIPUaV"
917848318595751936,0.6509,The California wildfires seen yesterday from space via @NASAEarthData. https://t.co/FdqTi7h6W4
917849898963349510,0.6717,"MMA Fighter Breaks Ankle Escaping California Fire, Upcoming UFC Bout in Doubt https://t.co/cvq9UXS0io https://t.co/DHhueb0Piv"
917851111406604288,0.6409999999999999,Time-lapse video shows Northern California wildfire smoke in SF Bay. https://t.co/dFi8uDCtJU https://t.co/W2jA56S4zM
917851589053943813,1.0,California's wildfires gave Disneyland an apocalyptic glow https://t.co/LRvGpKcC9n https://t.co/E5Nd9snQsf
917851921943318528,0.3431,RT @THV11: California wildfires are visible from space using nighttime imaging https://t.co/VkDyrP7NyV https://t.co/87WXbYxd2T
917852446898102272,0.6552,"California on fire, as seen from space. Aqua satellite, dated 9 Oct 2017 at 21:50 UTC (2:50 PM local time). https://t.co/xdXOTk18w6"
917852634408783872,0.6445,Wildfires in California created an orange glow over Disneyland. Latest updates: https://t.co/I87Kd0cVsQ https://t.co/ACgj9hyjNJ
917861480673902592,0.6779,LIVE: Northern California wildfire briefing from the Sonoma County Sheriff's Office. https://t.co/XfHWRuwWhO https://t.co/U0NcqhpCWG
917862609713446915,1.0,California Wildfires: Whatâ€™s Next? #Insurance https://t.co/zwybxFpRiF https://t.co/qQ38GwNBCD
917873017065160704,0.6821,"RT @NBCNews: NEW: #CanyonFire2 in Orange County, California, is now 4,000 acres, according to Cal Fire. https://t.co/oUeqzla5Js"
917915039004315650,0.6551,Good news! #California #wildfires #Horses #Healdsburg #CA á½€Eá½€Eá½€Eá½€Eá½ƒ4á½ƒ4á½ƒ4 https://t.co/ZfFzgyBOzN
917915711216926722,1.0,Smokey California sunset. Too bad it's all on fire á½’5 https://t.co/WeEimbDMLq
917915934077067264,0.35100000000000003,California wildfires could adversely affect legal marijuana crops https://t.co/BwYNEmGgcN https://t.co/EumIlqVrNk
917922816195837952,0.7083,No fire for miles but plenty of smoke. Sunset in Northern California. https://t.co/dsMFcyb62N
917923911957803008,1.0,"Just an hour NE of the Napa fires, Placer County's sunset is shrouded in a smoky haze. #california #wildfires @spann https://t.co/pjpgsQtmDA"
917932273407754240,0.6799,RT @Newsarama: PEANUTS' SCHULZ Museum Closed Due To Approaching California Wildfires https://t.co/N10JqMjoV0 https://t.co/kiO08rW8IQ
917934130368864256,0.6761,THICK SMOKE across Northern California as seen from NASA visible satellite images Monday.#CAfires #fire https://t.co/E0BMdt6mGW
917936759756984320,0.35,"Manager confirms Henry Cejudo will fight at UFC 218, despite injuries from California fire : https://t.co/o3im5Ck2v9 https://t.co/MLbZyrrIBM"
917939204155461632,1.0,'13 Reasons Why' Season 2 Shuts Down Production Due to California Wildfires https://t.co/kgjlmT8aMX https://t.co/aRiEHu9osp
917940349431099392,0.6646,RT @benwizner: Trump en route to California to toss water balloons at wildfires. https://t.co/Wkq07J3e1n
917944232572153856,1.0,RT @a_lexia707: on fire just like california #GayFever https://t.co/z3dIBYSR5J
917948601388630016,0.6683,(Edmonton Sun):Former #Edmonton #Oilers goalie Grant Fuhr escapes wildfires in California.. https://t.co/Cw1wkHpWcX https://t.co/292PN2nUep
917949723167875077,0.6729999999999999,Can all my friends and followers share and post in all social media ? ---CALIFORNIA BURNED CAT FROM WILDFIRES --- https://t.co/orDzEWIUJD
917950322252886016,1.0,"The story of Cy Swan: 1940's California, Dude Ranching, Forged in Fire:https://t.co/6NAFQTLk8Q https://t.co/fWraBja35O"
917951521358274560,0.6811,Pray for all those families in California.why? How did this fire start.so very sad.á½‰B https://t.co/6Nk74JdBe0
917953586272772097,1.0,From beauty to ashes overnight #SantaRosaFire https://t.co/q9mdK3RyUD #bcpoli https://t.co/4M4kt5ppPR
917961969122017282,0.6829999999999999,"Hillary Clinton links climate change to wildfires, hurricanes in California speech https://t.co/TrsAAVfkW9 https://t.co/JGGpCwrHxp"
917967417602727936,0.6665,"If you scroll way down @foxnews, past at least 12 Weinstein pieces, they mention the California wildfires https://t.co/xL7EbiJV4n"
917995569494331392,0.6711,"So the state of California is pretty much on fire. Your move, Pres. Trump. https://t.co/vwPSbM0HMS"
918005485030092800,1.0,Central California Sunset tonight.. Lots of wildfire smoke to punch up the color pallet.. https://t.co/QfLxujGF72
