tweet_id,text_info_conf,tweet_text
869989002669166592,1.0,MR. BLACK X Ale Mora - Party People is OUT NOW!!! @RevealedRec @mr_black_music @djalemora á½’5á½’5á½’5 https://t.co/xnQeYaTZuc
869990496021626880,1.0,"Everything is funny to us. We forget that, the cyclone #Mora was very much real for so many people. https://t.co/W686wmF9ad"
869991489245388801,1.0,God bless Mora she turns into a good person https://t.co/UumFWIWokd
870008928054259712,1.0,"@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf"
870008928054259712,1.0,"@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf"
870008928054259712,1.0,"@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf"
870015173263806464,1.0,Old school poster by Juan de la Mora of @studiogang Get your tickets now at https://t.co/DzSf84n7gz https://t.co/DqHC0QpYFd
870016239757873152,0.7,el prox cap de lost que voy a ver con mora es the shape of things to come https://t.co/P42ZzvZIYZ
870023221000544257,1.0,RT @morantika_sd: Fashion brand De'mora fashion @moran_fashion http://t.co/AKIu0qQGpA
870034558737145857,0.7027,@theroyaltiex @MatheusSimass @Cynestesia frequentou: One direction Mora: Londres https://t.co/wm2if77kIL
870039020729970692,1.0,RT @undertalelou: 91. Casper - so cute and smol - wanna be his friend - RAFA MORA COULD NEVER - must be protected https://t.co/zlJGSjWuJC
870050286999445504,1.0,It's a clear competition among electronic #media which prefer more profit.. #FloodSl #lka https://t.co/AMHsZiVKWU
870106080763940866,0.6783,RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn
870106080763940866,0.6783,RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn
870106080763940866,0.6783,RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn
870106080763940866,0.6783,RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn
870113261466796034,0.6814,Some home medicine #lka #floodsl https://t.co/6MhZyvbV3l
870126845345312769,0.7097,A touching moment #FloodSL https://t.co/XnfZ2DDsQi https://t.co/tDvx3cILVs
870130245625577472,1.0,WHY MORAL DECLINE MATTERS https://t.co/KITOvMa0Vd https://t.co/Xpv6Nvx38e
870131118955155458,1.0,JDT 'hurting a lot' after AFC Cup exit vs. Ceres - coach Benjamin Mora https://t.co/9TFW9giXdY https://t.co/CCwMB2EufJ
870135631308931073,1.0,Mora praises performance of both side but rues losing on small margins https://t.co/RNjXazstuO https://t.co/6UoP3fj4Hc
870143296412069890,1.0,Benjamin Mora reveals his thoughts on the penalty for Ceres READ: https://t.co/wtRlkk0AuC https://t.co/RRFMYhi13Q
870147052444962817,1.0,Hard-Line Moralist in Indonesia Faces Pornography Charges by JONÂ EMONT https://t.co/yVttd3NJbv https://t.co/ZCrOGwoZwW
870149424093200384,1.0,Reposting @davidwmwilson: Sea alive â€“ by Antonio Mora https://t.co/ZyK7reY3eC https://t.co/qdRqS0kyvu
870158007002431489,1.0,á½7 by Antonio MORA. More #fotos on: https://t.co/CCVAPWEs8E https://t.co/5JIYTz2xqd
870161183927660544,0.6571,Data from geoinfo center included in our map https://t.co/xh2xPkDruF #FloodSL https://t.co/8gvWrnURNG
870177932974489600,1.0,"Landscape study of Mora Anders Zorn â§ {Swedish, 1860â€“1920} Watercolour #art #arte #kunst #artlovers #twitart https://t.co/iqiAlr3lmE"
870203676790374401,1.0,RT @Henrykrane: MORA â€“ Corny Lover https://t.co/gKjQDWxdsc https://t.co/eOIgOE1KKj
870214944226148352,1.0,"Stepenice do mora, ALGARVE,Portugal........ Steps to the sea #Algarve #Portigal https://t.co/rE0Ke5vNTO https://t.co/BzQwDSBpuv"
870219653431271424,1.0,Combo Mora Argan Oil + Cleanser = free face mask! I'm so in love á½¡8 https://t.co/8EzEJunCDW
870231316880424964,0.6641,"Weather forecast for the next 36 hours. (Issued at 1600 hrs, 01.06.2017) #FloodSL via @dmc_lk https://t.co/tjOvEjRv2Y"
870240178618499072,0.6459999999999999,RT @JetwingHotels: A message from Jetwing Lighthouse. #Galle #FloodSL #Lka https://t.co/ssIIZmA2O0
870244279435878400,1.0,Me and @MikeyDornan the mora night in Barcelona. Send it on! á½ˆ3á¼¿Cá¼žAá¼Ÿ8á¼·B https://t.co/8Z9LcQgkht
870252547977695232,0.6741,#FloodSL# help our brothers and sister https://t.co/r8UtoyDaCO
870258014653173760,1.0,Sine Mora EX - Nintendo Switch - https://t.co/j7B2m0mp5z #gaming #nintendo https://t.co/rcR1qEEXXR
870265482162655232,1.0,Maybe we should ask good ol' Herma-Mora on what #Covfefe means. https://t.co/satAoZPM3A
870271768556060672,1.0,"Mora of the story: Don't kidnap kyungsoo, guys á½ 2 https://t.co/33YHNeZ5DX"
870273197907771392,0.672,#CycloneMora As usual #Buddhist Monks are door to door to their peoples https://t.co/4sJSK3rtRR
870277875861037060,1.0,RT @Pami1090: A Tamil-English translator needed. #FloodSL #SriLanka https://t.co/izrqinsm1p
